name,category,weight
Sea to Summit Ultra-Sil Stuff Sack - 2.5 LITER,Drawcord Stuff Sacks,11
Sea to Summit Ultra-Sil Stuff Sack - 4 LITER,Drawcord Stuff Sacks,14
Sea to Summit Ultra-Sil Stuff Sack - 6.5 LITER,Drawcord Stuff Sacks,17
Sea to Summit Ultra-Sil Stuff Sack - 9 LITER,Drawcord Stuff Sacks,19
Sea to Summit Ultra-Sil Stuff Sack - 15  L,Drawcord Stuff Sacks,28
Sea to Summit Ultra-Sil Stuff Sack - 20L,Drawcord Stuff Sacks,34
REI Mesh Stuff Sack - 3 LTR,Drawcord Stuff Sacks,11
REI Mesh Stuff Sack - 5 LTR,Drawcord Stuff Sacks,14
REI Mesh Stuff Sack - 8 LTR,Drawcord Stuff Sacks,19
REI Mesh Stuff Sack - 12 LTR,Drawcord Stuff Sacks,25
Big Agnes Juniper SL Sleeping Bag - Women's Petite - 2013 - Petite Right,Women's Sleeping Bags,963
Big Agnes Benchmark Sleeping Bag -,Men's Sleeping Bags,1814
Therm-a-Rest Stuff Sack Pillow - S,Camping Pillows,56
Therm-a-Rest Stuff Sack Pillow - L,Camping Pillows,73
Eureka Star Valley Sleeping Bag - Long - 2015,Men's Sleeping Bags,1043
Osprey Ultralight Dry Sack - 3 LTR,Roll-Top Stuff Sacks,19
Osprey Ultralight Dry Sack - 6 LTR,Roll-Top Stuff Sacks,25
Osprey Ultralight Dry Sack - 12 LTR,Roll-Top Stuff Sacks,34
Osprey Ultralight Dry Sack - 20 LTR,Roll-Top Stuff Sacks,45
Osprey Ultralight Dry Sack - 30 LTR,Roll-Top Stuff Sacks,53
REI Lightweight Stuff Sack - 5 LTR,Drawcord Stuff Sacks,19
REI Lightweight Stuff Sack - 10 LTR,Drawcord Stuff Sacks,25
REI Lightweight Stuff Sack - 15 LTR,Drawcord Stuff Sacks,28
REI Lightweight Stuff Sack - 20 LTR,Drawcord Stuff Sacks,34
Big Agnes Atlantic Point 30 Synthetic - Regular -,Men's Sleeping Bags,1190
REI Kingdom Sleep System Bedding - Single,Camp Blankets,2721
Sea to Summit Mini Stuff Sack Set,Drawcord Stuff Sacks,0
Mountain Summit Gear Self-Inflating Camp Pillow - 2015,Camping Pillows,453
Space Emergency Blanket,Emergency Supplies,85
Grand Trunk Travel Pillow -,Camping Pillows,340
Sea to Summit Ultra-Sil View Dry Sack - 4 LTR,Roll-Top Stuff Sacks,34
Sea to Summit Ultra-Sil View Dry Sack - 8 LTR,Roll-Top Stuff Sacks,42
Sea to Summit Ultra-Sil View Dry Sack - 13 LTR,Roll-Top Stuff Sacks,53
Sea to Summit Ultra-Sil View Dry Sack - 20 LTR,Roll-Top Stuff Sacks,65
Sea to Summit Ultra-Sil View Dry Sack - 35 LTR,Roll-Top Stuff Sacks,85
"Sea to Summit Hook Release 3/8"" Accessory Straps - Package of 2 - 40 IN",Sleeping Bag Straps,45
"Sea to Summit Hook Release 3/8"" Accessory Straps - Package of 2 - 60 IN",Sleeping Bag Straps,53
SOL Survival Blanket,Emergency Supplies,81
Space Emergency Bag,Emergency Supplies,85
SOL Sport Utility Blanket,Emergency Supplies,439
Big Agnes Whalen 20 Synthetic - Long -,Men's Sleeping Bags,1445
"Sea to Summit Hook Release 3/4"" Accessory Straps - Package of 2 - 40 IN",Sleeping Bag Straps,56
"Sea to Summit Hook Release 3/4"" Accessory Straps - Package of 2 - 60 IN",Sleeping Bag Straps,65
Sea to Summit Peg Bag,Storage Sacks,20
Outdoor Research Mesh Ditty Sacks - Package of 3,Drawcord Stuff Sacks,0
"Sea to Summit Alloy Buckle 3/8"" Accessory Straps - Package of 2 - 40 IN",Sleeping Bag Straps,45
"Sea to Summit Alloy Buckle 3/8"" Accessory Straps - Package of 2 - 60 IN",Sleeping Bag Straps,53
ALPS Mountaineering Camp Pillow - Large -,Camping Pillows,453
Big Agnes Buffalo Park Sleeping Bag,Men's Sleeping Bags,1417
Mountain Hardwear Lamina -30 Sleeping Bag - Long Left,Men's Sleeping Bags,2296
Mountain Hardwear Lamina -30 Sleeping Bag - Regular Left,Men's Sleeping Bags,2296
"Sea to Summit Alloy Buckle 3/4"" Accessory Straps - Package of 2 - 40 IN",Sleeping Bag Straps,56
"Sea to Summit Alloy Buckle 3/4"" Accessory Straps - Package of 2 - 60 IN",Sleeping Bag Straps,65
REI Habanera Sleeping Bag - Women's - Long Right,Women's Sleeping Bags,1899
REI Habanera Sleeping Bag - Women's - Regular Right,Women's Sleeping Bags,1786
Marmot Always Summer Sleeping Bag - Long Left,Men's Sleeping Bags,453
Marmot Always Summer Sleeping Bag - Regular Left,Men's Sleeping Bags,453
Marmot Plasma 40 Sleeping Bag - Long Left,Men's Sleeping Bags,538
Marmot Plasma 40 Sleeping Bag - Regular Left,Men's Sleeping Bags,538
Marmot Plasma 30 Sleeping Bag - Long Left,Men's Sleeping Bags,680
Marmot Plasma 30 Sleeping Bag - Regular Left,Men's Sleeping Bags,680
Marmot Plasma 15 Sleeping Bag - Long Left,Men's Sleeping Bags,878
Marmot Plasma 15 Sleeping Bag - Regular Left,Men's Sleeping Bags,878
Sierra Designs Backcountry Bed 800 2-Season Sleeping Bag - Long,Men's Sleeping Bags,1105
Sierra Designs Backcountry Bed 800 2-Season Sleeping Bag - Regular,Men's Sleeping Bags,992
Sierra Designs Backcountry Bed 600 2-Season Sleeping Bag - Women's,Women's Sleeping Bags,1190
Kelty TraiLogic SB 20 Sleeping Bag - Long,Men's Sleeping Bags,1020
Kelty TraiLogic SB 20 Sleeping Bag - Regular,Men's Sleeping Bags,935
Therm-a-Rest Vela Down Blanket - DOUBLE,Men's Sleeping Bags,1020
Therm-a-Rest Vela Down Blanket - LARGE,Men's Sleeping Bags,1020
The North Face Aleutian Sleeping Bag - Long Left,Men's Sleeping Bags,2523
The North Face Aleutian Sleeping Bag - Regular Left,Men's Sleeping Bags,2523
The North Face Inferno -20 Sleeping Bag - Long,Men's Sleeping Bags,1927
The North Face Inferno -20 Sleeping Bag - Regular,Men's Sleeping Bags,1757
Sierra Designs Backcountry Bed Duo 600 2-Season Sleeping Bag,Men's Sleeping Bags,1786
Mountain Hardwear HyperLamina Flame Sleeping Bag - Long Left,Men's Sleeping Bags,1247
Mountain Hardwear HyperLamina Flame Sleeping Bag - Regular Left,Men's Sleeping Bags,1247
Mountain Hardwear Lamina Z Torch Sleeping Bag - Long Left,Men's Sleeping Bags,1786
Mountain Hardwear Lamina Z Torch Sleeping Bag - Regular Left,Men's Sleeping Bags,85
Big Agnes Fish Hawk Sleeping Bag - Long Left,Men's Sleeping Bags,1219
Big Agnes Fish Hawk Sleeping Bag - Regular Left,Men's Sleeping Bags,1219
NEMO Mambo Duo and Slipcover Combo,Men's Sleeping Bags,2551
ENO Islander Deluxe Blanket,Camp Blankets,566
Sierra Designs Zissou 2S Sleeping Bag - Long,Men's Sleeping Bags,1048
Sierra Designs Zissou 2S Sleeping Bag - Regular,Men's Sleeping Bags,963
Sierra Designs Zissou 3S Sleeping Bag - Long,Men's Sleeping Bags,1275
Sierra Designs Zissou 3S Sleeping Bag - Regular,Men's Sleeping Bags,1190
Kelty Luxury Pillow - 2014,Camping Pillows,283
Big Agnes Atlantic Point 30 Synthetic - Long -,Men's Sleeping Bags,1304
Big Agnes Juniper SL Sleeping Bag - Women's - 2013 - Regular Right,Women's Sleeping Bags,1105
Ultimate Survival Technologies Emergency Survival Bag - 2014,Bivy Sacks,195
Eureka Star Valley 45 Sleeping Bag - 2014,Men's Sleeping Bags,1043
Insect Shield Outdoor Blanket,Camp Blankets,510
Eureka Kaycee Sleeping Bag - Long - 2015,Men's Sleeping Bags,2948
Granite Gear Air Zipp Twists Stuff Sack - 20L - 2014,Storage Sacks,48
Granite Gear Air Cell Block - X-Small - 2014,Storage Sacks,127
Granite Gear Air Cell Block - Small - 2014,Storage Sacks,96
Eureka Silver City Sleeping Bag - Long - 2015,Men's Sleeping Bags,1360
Big Agnes Lithia Spring SL Sleeping Bag - Women's - 2013 - Regular Right,Women's Sleeping Bags,1417
Therm-a-Rest Saros Sleeping Bag - 2014 - L,Men's Sleeping Bags,1445
